#Organism Name,Organism Groups,Size(Mb),Chromosomes,Organelles,Plasmids,Assemblies
"Abaca bunchy top virus","Viruses;Other;Nanoviridae",0.006422,6,0,0,2
"Abalone herpesvirus Victoria/AUS/2009","Viruses;Other;Malacoherpesviridae",0.211518,1,0,0,1
"Abalone shriveling syndrome-associated virus","Viruses;Other;Siphoviridae",0.034952,1,0,0,1
"Abelson murine leukemia virus","Viruses;Other;Retroviridae",0.005894,1,0,0,1
"Abisko virus","Viruses;Other;Other",0.010187,1,0,0,1
"Abras orthobunyavirus","Viruses;Other;Peribunyaviridae",0.012751,3,0,0,1
"Abu Hammad orthonairovirus","Viruses;Other;Nairoviridae",0.018596,3,0,0,1
"Abu Mina orthonairovirus","Viruses;Other;Nairoviridae",0.018416,3,0,0,1
"Abutilon Brazil virus","Viruses;Other;Geminiviridae",0.005271,2,0,0,1
"Abutilon golden mosaic virus","Viruses;Other;Geminiviridae",0.002629,1,0,0,1
"Abutilon mosaic Bolivia virus","Viruses;Other;Geminiviridae",0.005399,2,0,0,1
"Abutilon mosaic Brazil virus","Viruses;Other;Geminiviridae",0.005282,2,0,0,1
"Abutilon mosaic virus","Viruses;Other;Geminiviridae",0.005217,2,0,0,1
"Abutilon yellows virus","Viruses;Other;Closteroviridae",0.001311,0,0,0,1
"Acadianvirus acadian","Viruses;Other;Other",0.069864,1,0,0,1
"Acanthamoeba castellanii mamavirus","Viruses;Other;Mimiviridae",1.19169,1,0,0,1
"Acanthamoeba castellanii mimivirus","Viruses;Other;Mimiviridae",1.18285,1,0,0,2
"Acanthamoeba polyphaga lentillevirus","Viruses;Other;Mimiviridae",1.19343,1,0,0,1
"Acanthamoeba polyphaga mimivirus","Viruses;Other;Mimiviridae",1.25866,1,0,0,12
"Acanthamoeba polyphaga moumouvirus","Viruses;Other;Mimiviridae",1.02135,1,0,0,1
"Acanthocystis turfacea chlorella virus 1","Viruses;Other;Phycodnaviridae",0.288047,1,0,0,1
"Acanthocystis turfacea Chlorella virus Br0604L","Viruses;Other;Phycodnaviridae",0.295545,1,0,0,1
"Acanthocystis turfacea Chlorella virus Can0610SP","Viruses;Other;Phycodnaviridae",0.306752,1,0,0,1
"Acanthocystis turfacea Chlorella virus Canal-1","Viruses;Other;Phycodnaviridae",0.293004,1,0,0,1
"Acanthocystis turfacea Chlorella virus GM0701.1","Viruses;Other;Phycodnaviridae",0.315239,1,0,0,1
"Acanthocystis turfacea Chlorella virus MN0810.1","Viruses;Other;Phycodnaviridae",0.327406,1,0,0,1
"Acanthocystis turfacea Chlorella virus MO0605SPH","Viruses;Other;Phycodnaviridae",0.289449,1,0,0,1
"Acanthocystis turfacea Chlorella virus NE-JV-2","Viruses;Other;Phycodnaviridae",0.319583,1,0,0,1
"Acanthocystis turfacea Chlorella virus NE-JV-3","Viruses;Other;Phycodnaviridae",0.298622,1,0,0,1
"Acanthocystis turfacea Chlorella virus NTS-1","Viruses;Other;Phycodnaviridae",0.323517,1,0,0,1
"Acanthocystis turfacea Chlorella virus OR0704.3","Viruses;Other;Phycodnaviridae",0.311647,1,0,0,1
"Acanthocystis turfacea Chlorella virus TN603.4.2","Viruses;Other;Phycodnaviridae",0.32088,1,0,0,1
"Acanthocystis turfacea Chlorella virus WI0606","Viruses;Other;Phycodnaviridae",0.289373,1,0,0,1
"Acartia tonsa copepod circovirus","Viruses;Other;Circoviridae",0.00167,1,0,0,1
"Acaryochloris phage A-HIS1","Viruses;Other;Siphoviridae",0.055653,1,0,0,1
"Acaryochloris phage A-HIS2","Viruses;Other;Siphoviridae",0.057391,1,0,0,1
"Acetobacter phage phiAO1","Viruses;Other;Myoviridae",0.0341,1,0,0,1
"Acetobacter phage phiAP1","Viruses;Other;Myoviridae",0.042805,1,0,0,1
"Acetobacter phage phiAX1","Viruses;Other;Podoviridae",0.050652,1,0,0,1
"Acheta domestica densovirus","Viruses;Other;Parvoviridae",0.005425,1,0,0,2
"Acheta domestica mini ambidensovirus","Viruses;Other;Parvoviridae",0.004945,1,0,0,1
"Acheta domesticus Iflavirus","Viruses;Other;Iflaviridae",0.018143,2,0,0,1
"Acheta domesticus volvovirus","Viruses;unclassified viruses;unclassified",0.002517,1,0,0,1
"Achimota virus 1","Viruses;Other;Paramyxoviridae",0.015624,1,0,0,1
"Achimota virus 2","Viruses;Other;Paramyxoviridae",0.015504,1,0,0,1
"Achromobacter phage 83-24","Viruses;Other;Other",0.048216,1,0,0,1
"Achromobacter phage AMA1","Viruses;Other;Other",0.046328,1,0,0,1
"Achromobacter phage AMA2","Viruses;Other;Other",0.045901,1,0,0,1
"Achromobacter phage AXY1","Viruses;Other;Casjensviridae",0.06195,1,0,0,1
"Achromobacter phage JWAlpha","Viruses;Other;Schitoviridae",0.072329,1,0,0,1
"Achromobacter phage JWDelta","Viruses;Other;Schitoviridae",0.073659,1,0,0,1
"Achromobacter phage JWF","Viruses;Other;Siphoviridae",0.081541,1,0,0,1
"Achromobacter phage JWX","Viruses;Other;Other",0.049714,1,0,0,1
"Achromobacter phage Mano","Viruses;Other;Other",0.042452,1,0,0,1
"Achromobacter phage Motura","Viruses;Other;Other",0.221431,1,0,0,1
"Achromobacter phage phiAxp-1","Viruses;Other;Siphoviridae",0.045045,1,0,0,1
"Achromobacter phage phiAxp-2","Viruses;Other;Casjensviridae",0.06222,1,0,0,1
"Achromobacter phage phiAxp-3","Viruses;Other;Schitoviridae",0.072825,1,0,0,1
"Achromobacter phage vB_AchrS_AchV4","Viruses;Other;Casjensviridae",0.059489,1,0,0,1
"Achromobacter phage vB_Ade_ART","Viruses;Other;Siphoviridae",0.095343,1,0,0,1
"Achromobacter phage vB_AxyP_19-32_Axy04","Viruses;Other;Schitoviridae",0.073834,1,0,0,1
"Achromobacter phage vB_AxyP_19-32_Axy09","Viruses;Other;Autographiviridae",0.043287,1,0,0,1
"Achromobacter phage vB_AxyP_19-32_Axy10","Viruses;Other;Schitoviridae",0.073898,1,0,0,1
"Achromobacter phage vB_AxyP_19-32_Axy11","Viruses;Other;Schitoviridae",0.073413,1,0,0,1
"Achromobacter phage vB_AxyP_19-32_Axy12","Viruses;Other;Schitoviridae",0.074096,1,0,0,1
"Achromobacter phage vB_AxyP_19-32_Axy13","Viruses;Other;Schitoviridae",0.070103,1,0,0,1
"Achromobacter phage vB_AxyP_19-32_Axy21","Viruses;Other;Autographiviridae",0.043049,1,0,0,1
"Achromobacter phage vB_AxyP_19-32_Axy22","Viruses;Other;Schitoviridae",0.07171,1,0,0,1
"Achromobacter phage vB_AxyP_19-32_Axy23","Viruses;Other;Autographiviridae",0.043773,1,0,0,1
"Achromobacter phage vB_AxyP_19-32_Axy24","Viruses;Other;Schitoviridae",0.074744,1,0,0,1
"Achromobacter phage vB_AxyS_19-32_Axy06","Viruses;Other;Other",0.04583,1,0,0,1
"Achromobacter phage vB_AxyS_19-32_Axy14","Viruses;Other;Other",0.046703,1,0,0,1
"Achromobacter phage vB_AxyS_19-32_Axy16","Viruses;Other;Other",0.046178,1,0,0,1
"Achromobacter phage vB_AxyS_19-32_Axy18","Viruses;Other;Siphoviridae",0.0455,1,0,0,1
"Achromobacter phage vB_AxyS_19-32_Axy19","Viruses;Other;Siphoviridae",0.046036,1,0,0,1
"Achromobacter phage vB_AxyS_19-32_Axy20","Viruses;Other;Siphoviridae",0.046352,1,0,0,1
"Achyranthes virus A","Viruses;Other;Potyviridae",0.009491,1,0,0,1
"Acidianus bottle-shaped virus","Viruses;Other;Ampullaviridae",0.023814,1,0,0,1
"Acidianus bottle-shaped virus 2 strain ABV2","Viruses;Other;Ampullaviridae",0.022613,1,0,0,1
"Acidianus bottle-shaped virus 3 strain ABV3","Viruses;Other;Ampullaviridae",0.028489,1,0,0,1
"Acidianus filamentous virus 2","Viruses;Other;Lipothrixviridae",0.031787,1,0,0,1
"Acidianus filamentous virus 3","Viruses;Other;Lipothrixviridae",0.040449,1,0,0,1
"Acidianus filamentous virus 6","Viruses;Other;Lipothrixviridae",0.039577,1,0,0,1
"Acidianus filamentous virus 7","Viruses;Other;Lipothrixviridae",0.036895,1,0,0,1
"Acidianus filamentous virus 8","Viruses;Other;Lipothrixviridae",0.038179,1,0,0,1
"Acidianus filamentous virus 9","Viruses;Other;Lipothrixviridae",0.041172,1,0,0,1
"Acidianus rod-shaped virus 1","Viruses;Other;Rudiviridae",0.024655,1,0,0,1
"Acidianus rod-shaped virus 2","Viruses;Other;Rudiviridae",0.029763,1,0,0,1
"Acidianus rod-shaped virus 3","Viruses;Other;Rudiviridae",0.023666,1,0,0,1
"Acidianus spindle-shaped virus 1","Viruses;Other;Fuselloviridae",0.024186,1,0,0,1
"Acidianus tailed spindle virus","Viruses;Other;Bicaudaviridae",0.070812,1,0,0,1
"Acidianus two-tailed phage variant 1","Viruses;Other;Bicaudaviridae",0.061783,1,0,0,1
"Acidianus two-tailed virus","Viruses;Other;Bicaudaviridae",0.06273,1,0,0,1
"Acidianus two-tailed virus 2","Viruses;Other;Bicaudaviridae",0.0579,1,0,0,1
"Acidithiobacillus phage AcaML1","Viruses;Other;Myoviridae",0.059363,1,0,0,3
"Acidovorax phage ACP17","Viruses;Other;Other",0.156281,1,0,0,1
"Acidovorax phage ACPWH","Viruses;Other;Siphoviridae",0.042499,1,0,0,1
"Acinetobacter phage 4316","Viruses;Other;Podoviridae",0.041332,1,0,0,1
"Acinetobacter phage 53","Viruses;Other;Siphoviridae",0.042916,1,0,0,1
"Acinetobacter phage 5W","Viruses;Other;Siphoviridae",0.043032,1,0,0,1
"Acinetobacter phage AB-Navy1","Viruses;Other;Straboviridae",0.166113,1,0,0,1
"Acinetobacter phage AB-Navy4","Viruses;Other;Straboviridae",0.166964,1,0,0,1
"Acinetobacter phage AB-Navy71","Viruses;Other;Straboviridae",0.166382,1,0,0,1
"Acinetobacter phage AB-Navy97","Viruses;Other;Straboviridae",0.16548,1,0,0,1
"Acinetobacter phage AB1","Viruses;Other;Other",0.045159,1,0,0,1
"Acinetobacter phage Ab105-1phi","Viruses;Other;Myoviridae",0.041496,1,0,0,1
"Acinetobacter phage Ab105-2phi","Viruses;Other;Siphoviridae",0.061304,1,0,0,1
"Acinetobacter phage Ab105-2phideltaCI404ad","Viruses;Other;Siphoviridae",0.053211,1,0,0,1
"Acinetobacter phage Ab105-3phi","Viruses;Other;Siphoviridae",0.063785,1,0,0,1
"Acinetobacter phage Ab11510-phi","Viruses;Other;Other",0.050916,1,0,0,1
"Acinetobacter phage Ab124","Viruses;Other;Autographiviridae",0.040471,1,0,0,1
"Acinetobacter phage AB3","Viruses;Other;Autographiviridae",0.031185,1,0,0,1
"Acinetobacter phage Ab_121","Viruses;Other;Other",0.102499,1,0,0,1
"Acinetobacter phage Ab_SZ3","Viruses;Other;Other",0.04307,1,0,0,1
"Acinetobacter phage AB_SZ6","Viruses;Other;Autographiviridae",0.040565,1,0,0,1
"Acinetobacter phage AbKT21phiIII","Viruses;Other;Autographiviridae",0.040898,1,0,0,1
"Acinetobacter phage Abp1","Viruses;Other;Autographiviridae",0.042185,1,0,0,1
"Acinetobacter phage AbP2","Viruses;Other;Other",0.045373,1,0,0,1
"Acinetobacter phage Abp53","Viruses;Other;Other",0.01029,1,0,0,1
"Acinetobacter phage Abp9","Viruses;Other;Other",0.04482,1,0,0,1
"Acinetobacter phage Abp95","Viruses;Other;Other",0.043176,1,0,0,1
"Acinetobacter phage ABPH49","Viruses;Other;Other",0.14996,1,0,0,1
"Acinetobacter phage AbpL","Viruses;Other;Autographiviridae",0.041723,1,0,0,1
"Acinetobacter phage Abraxas","Viruses;Other;Straboviridae",0.166559,1,0,0,1
"Acinetobacter phage AbTJ","Viruses;Other;Myoviridae",0.04267,1,0,0,1
"Acinetobacter phage AbTP3phi1","Viruses;Other;Autographiviridae",0.042093,1,0,0,1
"Acinetobacter phage AbTZA1","Viruses;Other;Straboviridae",0.168223,1,0,0,1
"Acinetobacter phage AC4","Viruses;Other;Straboviridae",0.168186,1,0,0,1
"Acinetobacter phage Ac42","Viruses;Other;Straboviridae",0.167716,1,0,0,1
"Acinetobacter phage Acj61","Viruses;Other;Straboviridae",0.164093,1,0,0,1
"Acinetobacter phage Acj9","Viruses;Other;Straboviridae",0.169947,1,0,0,1
"Acinetobacter phage AJO1","Viruses;Other;Autographiviridae",0.041437,0,0,0,1
"Acinetobacter phage AJO2","Viruses;Other;Autographiviridae",0.010497,0,0,0,1
"Acinetobacter phage AM101","Viruses;Other;Straboviridae",0.166487,1,0,0,1
